Вектор Мощи|Скорость перехода через портал|Приток Силы Потока|Ритм магического ядра|Поток Энергий|Сила Левого Потока|Сила Правого Потока|Пламя Стихий|Температура вдоха Истока|Температура выдоха Истока|Приток давления Выдоха Истока|Давление вдоха Истока|Давление выдоха Истока|Древний Ветер|Печать Чародея|Эмульсия Истока|Дыхание Истока|Гармония Бессмертия|Тип Вектора Мощи|Номер пометки
1.138|-|3292.267|148.46182515167234|6731.065|11.574|11.574|540.745|736|-|1.219|Не определено|6.567|-|0.0|0.169|0.96|0.986|Слабый|2439
2.088|3.08664|3842.633|140.91037889023858|6814.373|22.553|22.553|544.651|736|-|1.228|Не определено|6.636|-|21.719|0.19|0.96|0.986|Слабый|2440
3.144|4.6299600000000005|8379.094|145.220853450474|7117.09|60.352|60.352|592.332|736|-|1.389|Не определено|7.498|-|12.542|0.248|0.96|0.986|Ниже среднего|2441
4.161|6.17328|14723.702|162.0502605759994|7791.509|113.79|113.79|646.986|736|-|1.657|Не определено|8.917|-|17.455|0.346|0.96|0.986|Ниже среднего|2442
5.14|7.7166|21635.285|201.51505221014952|8495.063|175.32|175.32|715.269|736|641.105|2.079|Не определено|11.086|1.026|25.512|0.505|0.96|0.986|Выше среднего|2443
6.175|9.25992|29793.264|241.62701193093912|8828.801|246.23|246.23|782.809|736|-|2.502|Не определено|13.224|-|34.7|0.687|0.96|0.986|Выше среднего|2444
7.148|10.80324|38983.272|280.44767235134816|9132.978|332.18|332.18|836.488|736|-|2.964|Не определено|15.523|-|44.625|0.884|0.96|0.986|Сильный|2445
8.206|12.34656|50996.413|323.3317734296654|9316.462|438.098|438.098|933.946|736|-|3.574|1.394603|18.431|-|60.982|1.207|0.96|0.986|Сильный|2446
9.3|-|72770.464|372.84651996264927|9775.469|644.873|644.873|1094.272|736|-|4.497|1.394603|22.576|-|90.602|1.794|0.96|0.986|Сильный|2447
1.138|1.54332|3712.832|148.47386792351114|6734.018|11.582|11.582|552.561|736|-|1.234|1.394603|6.648|-|0.0|0.183|0.96|0.987|Слабый|2448
2.088|3.08664|3757.092|140.9531045503274|6817.163|22.628|22.628|541.316|736|-|1.225|Не определено|6.617|-|21.117|0.186|0.96|0.987|Слабый|2449
3.144|4.6299600000000005|8379.156|145.22095817022915|7119.662|60.353|60.353|591.525|736|-|1.389|Не определено|7.491|-|12.509|0.248|0.96|0.987|Ниже среднего|2450
4.161|6.17328|14723.669|162.05036529575457|7793.509|113.793|113.793|646.11|736|-|1.657|Не определено|8.908|-|17.413|0.345|0.96|0.987|Ниже среднего|2451
5.14|7.7166|21635.465|201.51515692990463|8495.974|175.32|175.32|714.302|736|-|2.078|Не определено|11.075|-|25.457|0.504|0.96|0.987|Выше среднего|2452
6.175|9.25992|29793.523|241.6252316951021|8829.829|246.229|246.229|781.712|736|-|2.501|Не определено|13.21|-|34.628|0.686|0.96|0.987|Выше среднего|2453
7.148|10.80324|38982.928|280.4475676315932|9133.484|332.132|332.132|835.465|736|694.701|2.963|1.394603|15.506|1.035|44.545|0.882|0.96|0.987|Сильный|2454
8.206|12.34656|50995.727|323.3303073530938|9316.848|437.973|437.973|932.896|736|-|3.573|Не определено|18.41|-|60.884|1.205|0.96|0.987|Сильный|2455
9.3|13.88988|72772.079|372.8456822046084|9776.257|644.787|644.787|1093.397|736|-|4.495|Не определено|22.549|-|90.498|1.791|0.96|0.987|Сильный|2456
1.138|1.54332|5093.52|147.6273134231238|6732.084|11.11|11.11|592.41|736|-|1.278|1.394603|6.89|-|0.0|0.231|0.96|0.988|Слабый|2457
2.088|3.08664|3578.422|141.09960748773983|6820.517|22.873|22.873|534.616|736|-|1.22|Не определено|6.575|-|20.375|0.178|0.96|0.988|Слабый|2458
3.144|4.6299600000000005|8379.3|145.22095817022915|7122.24|60.362|60.362|590.719|736|-|1.388|Не определено|7.483|-|12.475|0.247|0.96|0.988|Ниже среднего|2459
4.161|6.17328|14723.825|162.0504700155097|7795.526|113.795|113.795|645.237|736|-|1.657|Не определено|8.899|-|17.371|0.344|0.96|0.988|Ниже среднего|2460
5.14|7.7166|21635.332|201.51547108917|8496.877|175.307|175.307|713.335|736|-|2.078|Не определено|11.063|-|25.401|0.503|0.96|0.988|Выше среднего|2461
6.175|9.25992|29793.832|241.62387033828557|8830.859|246.262|246.262|780.62|736|-|2.501|Не определено|13.197|-|34.556|0.684|0.96|0.988|Выше среднего|2462
7.148|10.80324|38982.606|280.4475676315932|9133.991|332.112|332.112|834.445|736|-|2.962|Не определено|15.489|-|44.464|0.88|0.96|0.988|Сильный|2463
8.206|12.34656|50995.261|323.32863183701187|9317.243|438.106|438.106|931.852|736|-|3.572|Не определено|18.39|-|60.786|1.203|0.96|0.988|Сильный|2464
9.3|13.88988|72772.714|372.84651996264927|9777.031|645.089|645.089|1092.521|736|-|4.494|Не определено|22.522|-|90.394|1.789|0.96|0.988|Сильный|2465
1.138|-|6413.836|145.87985486944206|6724.745|10.109|10.109|629.114|736|575.634|1.314|Не определено|7.101|1.019|0.0|0.276|0.96|0.989|Слабый|2466
2.088|3.08664|3367.338|141.2737564405038|6824.09|23.155|23.155|527.133|736|-|1.213|Не определено|6.53|-|18.959|0.168|0.96|0.989|Слабый|2467
3.144|4.6299600000000005|8379.387|145.22106288998427|7124.815|60.356|60.356|589.915|736|-|1.388|Не определено|7.476|-|12.441|0.246|0.96|0.989|Ниже среднего|2468
4.161|6.17328|14723.958|162.0504700155097|7797.543|113.788|113.788|644.367|736|609.367|1.657|Не определено|8.89|1.022|17.329|0.343|0.96|0.989|Ниже среднего|2469
5.14|7.7166|21635.754|201.51557580892512|8497.795|175.328|175.328|712.374|736|-|2.078|Не определено|11.052|-|25.346|0.502|0.96|0.989|Выше среднего|2470
6.175|9.25992|29794.1|241.62250898146897|8831.887|246.232|246.232|779.53|736|-|2.5|Не определено|13.183|-|34.484|0.683|0.96|0.989|Выше среднего|2471
7.148|10.80324|38982.223|280.44767235134816|9134.497|332.087|332.087|833.427|736|694.364|2.962|1.394603|15.472|1.035|44.384|0.879|0.96|0.989|Сильный|2472
8.206|12.34656|50994.983|323.32800351848107|9317.649|437.991|437.991|930.814|736|-|3.571|Не определено|18.369|-|60.689|1.201|0.96|0.989|Сильный|2473
9.3|13.88988|72773.207|372.8468341219147|9777.797|644.775|644.775|1091.647|736|-|4.493|Не определено|22.495|-|90.29|1.787|0.96|0.989|Сильный|2474
1.138|-|6912.779|145.00848178709137|6722.264|9.622|9.622|643.631|736|576.986|1.326|1.394603|7.165|1.019|0.0|0.295|0.96|0.99|Слабый|2475
2.088|3.08664|3189.359|141.51733459091213|6828.077|23.567|23.567|520.163|736|-|1.207|1.394603|6.492|-|17.282|0.159|0.96|0.99|Слабый|2476
3.144|4.6299600000000005|8379.567|145.22106288998427|7127.397|60.365|60.365|589.113|736|-|1.388|Не определено|7.469|-|12.408|0.246|0.96|0.99|Ниже среднего|2477
4.161|6.17328|14723.932|162.0505747352648|7799.548|113.797|113.797|643.497|736|-|1.656|Не определено|8.881|-|17.287|0.342|0.96|0.99|Ниже среднего|2478
5.14|7.7166|21635.891|201.51578524843535|8498.705|175.297|175.297|711.414|736|640.386|2.077|Не определено|11.041|1.026|25.29|0.501|0.96|0.99|Выше среднего|2479
6.175|9.25992|29794.521|241.6219853826934|8832.923|246.238|246.238|778.444|736|-|2.5|Не определено|13.17|-|34.413|0.681|0.96|0.99|Выше среднего|2480
7.148|10.80324|38981.885|280.44767235134816|9135.002|332.09|332.09|832.412|736|-|2.961|Не определено|15.456|-|44.304|0.877|0.96|0.99|Сильный|2481
8.206|12.34656|50994.908|323.3271657604401|9318.057|438.106|438.106|929.78|736|736.081|3.57|Не определено|18.348|1.041|60.593|1.2|0.96|0.99|Сильный|2482
9.3|-|72774.302|372.84651996264927|9778.567|644.787|644.787|1090.777|736|-|4.492|Не определено|22.468|-|90.186|1.785|0.96|0.99|Сильный|2483
1.138|1.54332|7375.438|142.64401443624456|6710.793|8.309|8.309|661.588|736|-|1.332|Не определено|7.207|-|11.672|0.325|0.96|0.991|Слабый|2484
2.088|3.08664|3269.708|141.41680362599726|6830.017|23.402|23.402|522.232|736|-|1.21|Не определено|6.501|-|17.888|0.162|0.96|0.991|Слабый|2485
3.144|4.6299600000000005|8379.666|145.22116760973938|7129.974|60.367|60.367|588.313|736|-|1.388|Не определено|7.462|-|12.375|0.245|0.96|0.991|Ниже среднего|2486
4.161|6.17328|14724.051|162.0506794550199|7801.568|113.792|113.792|642.631|736|-|1.656|Не определено|8.872|-|17.245|0.341|0.96|0.991|Ниже среднего|2487
5.14|7.7166|21636.08|201.5159946879456|8499.616|175.313|175.313|710.457|736|-|2.077|Не определено|11.03|-|25.235|0.5|0.96|0.991|Выше среднего|2488
6.175|9.25992|29794.755|241.62041458636656|8833.949|246.245|246.245|777.362|736|670.365|2.5|1.394603|13.156|1.03|34.342|0.68|0.96|0.991|Выше среднего|2489
7.148|10.80324|38981.595|280.44767235134816|9135.508|332.126|332.126|831.4|736|-|2.961|1.394603|15.439|-|44.224|0.876|0.96|0.991|Сильный|2490
8.206|12.34656|50994.782|323.32706104068507|9318.464|437.962|437.962|928.749|736|735.925|3.57|Не определено|18.328|1.041|60.497|1.198|0.96|0.991|Сильный|2491
9.3|13.88988|72775.128|372.8472530009351|9779.331|645.072|645.072|1089.91|736|-|4.491|Не определено|22.441|-|90.083|1.783|0.96|0.991|Сильный|2492
1.138|1.54332|6774.428|139.90129932990556|6696.42|6.825|6.825|651.616|736|575.117|1.308|Не определено|7.076|1.019|24.042|0.32|0.96|0.992|Слабый|2493
2.088|3.08664|3052.521|141.74656613486908|6834.507|23.954|23.954|513.704|736|560.945|1.203|Не определено|6.453|1.019|15.842|0.151|0.96|0.992|Слабый|2494
3.144|4.6299600000000005|8379.698|145.22127232949452|7132.547|60.355|60.355|587.513|736|-|1.388|1.394603|7.455|-|12.341|0.244|0.96|0.992|Ниже среднего|2495
4.161|6.17328|14724.192|162.0506794550199|7803.59|113.776|113.776|641.767|736|608.89|1.656|1.394603|8.863|1.022|17.203|0.341|0.96|0.992|Ниже среднего|2496
5.14|7.7166|21636.262|201.51620412745584|8500.527|175.288|175.288|709.502|736|-|2.077|Не определено|11.019|-|25.18|0.498|0.96|0.992|Выше среднего|2497
6.175|9.25992|29795.026|241.61926266906028|8834.976|246.247|246.247|776.282|736|-|2.499|1.394603|13.143|-|34.271|0.679|0.96|0.992|Выше среднего|2498
7.148|10.80324|38981.157|280.44788179085845|9136.012|332.066|332.066|830.39|736|-|2.96|Не определено|15.422|-|44.144|0.874|0.96|0.992|Сильный|2499
8.206|12.34656|50994.708|323.3267468814197|9318.871|437.967|437.967|927.722|736|-|3.569|Не определено|18.307|-|60.402|1.196|0.96|0.992|Сильный|2500
9.3|13.88988|72776.033|372.8472530009351|9780.091|644.945|644.945|1089.044|736|-|4.489|1.394603|22.415|-|89.98|1.781|0.96|0.992|Сильный|2501
1.138|1.54332|5414.893|138.08231718347707|6686.941|5.867|5.867|619.7|736|569.973|1.265|Не определено|6.839|1.019|31.029|0.286|0.96|0.993|Слабый|2502
2.088|3.08664|2996.966|141.9604038748234|6838.254|24.32|24.32|510.43|736|-|1.201|Не определено|6.437|-|14.835|0.147|0.96|0.993|Слабый|2503
3.144|-|8379.856|145.22127232949452|7135.13|60.368|60.368|586.716|736|582.702|1.388|Не определено|7.448|1.02|12.308|0.244|0.96|0.993|Ниже среднего|2504
4.161|-|14724.299|162.050784174775|7805.612|113.796|113.796|640.905|736|-|1.656|1.394603|8.854|-|17.162|0.34|0.96|0.993|Ниже среднего|2505
5.14|-|21636.457|201.5164135669661|8501.44|175.307|175.307|708.549|736|-|2.077|Не определено|11.007|-|25.125|0.497|0.96|0.993|Выше среднего|2506
6.175|9.25992|29795.367|241.61832019126416|8836.007|246.287|246.287|775.206|736|-|2.499|Не определено|13.129|-|34.2|0.677|0.96|0.993|Выше среднего|2507
7.148|10.80324|38980.832|280.44798651061353|9136.517|332.194|332.194|829.383|736|-|2.959|Не определено|15.405|-|44.065|0.872|0.96|0.993|Сильный|2508
8.206|12.34656|50994.634|323.3266421616645|9319.278|438.111|438.111|926.697|736|-|3.568|Не определено|18.287|-|60.306|1.194|0.96|0.993|Сильный|2509
9.3|13.88988|72776.957|372.8468341219147|9780.845|645.054|645.054|1088.181|736|-|4.488|Не определено|22.388|-|89.877|1.779|0.96|0.993|Сильный|2510
1.138|1.54332|3408.968|137.10067419898536|6681.506|5.348|5.348|566.697|736|561.768|1.203|Не определено|6.481|1.019|32.623|0.225|0.96|0.994|Слабый|2511
2.088|3.08664|2949.745|142.1082681690524|6841.676|24.582|24.582|507.724|736|-|1.2|Не определено|6.423|-|13.719|0.143|0.96|0.994|Слабый|2512
3.144|4.6299600000000005|8379.964|145.2213770492496|7137.71|60.366|60.366|585.92|736|-|1.388|Не определено|7.44|-|12.275|0.243|0.96|0.994|Ниже среднего|2513
4.161|6.17328|14724.39|162.050784174775|7807.634|113.797|113.797|640.045|736|-|1.656|1.394603|8.846|-|17.12|0.339|0.96|0.994|Ниже среднего|2514
5.14|7.7166|21636.578|201.51662300647635|8502.35|175.337|175.337|707.599|736|-|2.076|Не определено|10.996|-|25.07|0.496|0.96|0.994|Выше среднего|2515
6.175|9.25992|29795.748|241.61779659248865|8837.041|246.274|246.274|774.133|736|-|2.499|Не определено|13.116|-|34.129|0.676|0.96|0.994|Выше среднего|2516
7.148|10.80324|38980.563|280.44788179085845|9137.022|332.07|332.07|828.379|736|-|2.959|1.394603|15.389|-|43.986|0.871|0.96|0.994|Сильный|2517
8.206|12.34656|50994.571|323.32632800239924|9319.683|438.093|438.093|925.676|736|-|3.567|Не определено|18.267|-|60.211|1.192|0.96|0.994|Сильный|2518
9.3|13.88988|72777.816|372.8472530009351|9781.598|644.811|644.811|1087.32|736|-|4.487|Не определено|22.361|-|89.774|1.777|0.96|0.994|Сильный|2519
1.138|1.54332|1764.814|137.38991016262585|6683.765|5.484|5.484|515.73|736|-|1.148|Не определено|6.166|-|28.332|0.164|0.96|0.995|Слабый|2520
2.088|3.08664|2921.996|142.19392892874026|6844.815|24.731|24.731|505.817|736|-|1.199|Не определено|6.412|-|13.368|0.141|0.96|0.995|Слабый|2521
3.144|4.6299600000000005|8380.044|145.2213770492496|7140.288|60.371|60.371|585.126|736|-|1.388|Не определено|7.433|-|12.241|0.242|0.96|0.995|Ниже среднего|2522
4.161|6.17328|14724.388|162.05088889453015|7809.649|113.802|113.802|639.186|736|-|1.655|1.394603|8.837|-|17.079|0.338|0.96|0.995|Ниже среднего|2523
5.14|-|21636.641|201.51683244598652|8503.259|175.323|175.323|706.65|736|-|2.076|Не определено|10.985|-|25.015|0.495|0.96|0.995|Выше среднего|2524
6.175|9.25992|29796.005|241.61664467518224|8838.066|246.261|246.261|773.064|736|-|2.498|Не определено|13.102|-|34.059|0.674|0.96|0.995|Выше среднего|2525
7.148|10.80324|38980.215|280.44798651061353|9137.526|332.059|332.059|827.377|736|-|2.958|Не определено|15.372|-|43.906|0.869|0.96|0.995|Сильный|2526
8.206|12.34656|50994.493|323.32632800239924|9320.088|438.061|438.061|924.659|736|-|3.566|Не определено|18.246|-|60.116|1.19|0.96|0.995|Сильный|2527
9.3|13.88988|72778.401|372.8478813194658|9782.345|644.954|644.954|1086.461|736|-|4.486|Не определено|22.335|-|89.67|1.775|0.96|0.995|Сильный|2528
1.138|1.54332|1001.203|138.08451629833456|6689.448|5.826|5.826|487.098|736|549.759|1.121|Не определено|5.995|1.019|23.788|0.128|0.96|0.996|Слабый|2529
2.088|3.08664|2853.845|142.60401148978883|6849.771|25.434|25.434|501.371|736|559.504|1.197|Не определено|6.394|1.019|10.932|0.134|0.96|0.996|Слабый|2530
3.144|4.6299600000000005|8380.134|145.22148176900473|7142.868|60.373|60.373|584.334|736|-|1.388|Не определено|7.426|-|12.208|0.242|0.96|0.996|Ниже среднего|2531
4.161|6.17328|14724.519|162.05088889453015|7811.678|113.798|113.798|638.33|736|-|1.655|Не определено|8.828|-|17.037|0.337|0.96|0.996|Ниже среднего|2532
5.14|7.7166|21636.656|201.51714660525192|8504.166|175.324|175.324|705.704|736|-|2.076|1.394603|10.974|-|24.961|0.494|0.96|0.996|Выше среднего|2533
6.175|9.25992|29796.261|241.6155974776311|8839.092|246.31|246.31|771.998|736|-|2.498|1.394603|13.089|-|33.988|0.673|0.96|0.996|Выше среднего|2534
7.148|10.80324|38979.861|280.4480912303687|9138.029|332.062|332.062|826.378|736|-|2.958|Не определено|15.355|-|43.827|0.868|0.96|0.996|Сильный|2535
8.206|12.34656|50994.416|323.3261185628889|9320.493|437.954|437.954|923.644|736|-|3.566|Не определено|18.226|-|60.021|1.188|0.96|0.996|Сильный|2536
9.3|13.88988|72778.371|372.84840491824144|9783.078|644.82|644.82|1085.6|736|-|4.485|Не определено|22.308|-|89.566|1.773|0.96|0.996|Сильный|2537
1.138|-|350.834|139.74107810457247|6701.07|6.68|6.68|455.773|736|545.834|1.096|Не определено|5.846|1.019|13.568|0.085|0.96|0.997|Слабый|2538
2.088|3.08664|2906.409|142.3599097406049|6850.851|25.01|25.01|503.303|736|559.59|1.199|1.394603|6.398|1.019|12.263|0.138|0.96|0.997|Слабый|2539
3.144|4.6299600000000005|8380.215|145.22158648875984|7145.448|60.365|60.365|583.543|736|-|1.387|Не определено|7.419|-|12.175|0.241|0.96|0.997|Ниже среднего|2540
4.161|6.17328|14724.602|162.05099361428526|7813.704|113.793|113.793|637.476|736|608.101|1.655|Не определено|8.819|1.022|16.996|0.336|0.96|0.997|Ниже среднего|2541
5.14|7.7166|21637.112|201.51714660525192|8505.087|175.319|175.319|704.763|736|-|2.075|Не определено|10.963|-|24.906|0.493|0.96|0.997|Выше среднего|2542
6.175|-|29796.495|241.61475971959013|8840.117|246.306|246.306|770.935|736|-|2.498|Не определено|13.076|-|33.918|0.672|0.96|0.997|Выше среднего|2543
7.148|10.80324|38979.518|280.4480912303687|9138.532|332.175|332.175|825.382|736|-|2.957|Не определено|15.339|-|43.748|0.866|0.96|0.997|Сильный|2544
